5.000000000000000000e-01,-5.000000000000000000e-01,1.500000000000000000e+00,1.000000000000000056e-01,-4.000000000000000222e-01,2.000000000000000111e-01,-1.600000000000000089e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.702124907590939373e-01,-4.885611077832476279e-01,1.475934869544167638e+00,1.169972681465832054e-01,-4.799755671675259294e-01,4.073615000732628277e-01,-1.723447702193022568e+00,9.652340801165738837e-02,7.787210672285657109e-01,-8.251435049660225118e-01,2.958498647970361217e-01,-3.422723025344931447e-01,0.000000000000000000e+00
4.404943433794116237e-01,-4.750848975365905003e-01,1.452959983896519924e+00,1.339014871595567979e-01,-5.107253330923161583e-01,5.287994259624020366e-01,-1.810138583792716416e+00,9.308902569934013327e-02,1.620871554451517316e+00,-1.583115261779843852e+00,6.562535418651375130e-01,-6.184972491934634942e-01,0.000000000000000000e+00
4.106527883086199537e-01,-4.613897135070715860e-01,1.429884840759369613e+00,1.509133217505211344e-01,-5.245423427970385966e-01,6.184224106126418041e-01,-1.881893579808650685e+00,8.970163965633419501e-02,2.486305990101324248e+00,-2.324453091031379870e+00,1.037940663735794855e+00,-8.760877646658508100e-01,0.000000000000000000e+00
3.806838391784203579e-01,-4.477172623473358870e-01,1.406568225185035548e+00,1.680437486265939639e-01,-5.285229529753480149e-01,6.893622015480679321e-01,-1.944749017671648872e+00,8.636276626678278390e-02,3.369534270218764505e+00,-3.054862980330045552e+00,1.435356505321579546e+00,-1.120685215432859483e+00,0.000000000000000000e+00
3.506024564675339072e-01,-4.341557273201755440e-01,1.382971788630431575e+00,1.852850599695221312e-01,-5.256075798566682833e-01,7.470931657162854789e-01,-2.001243030419079361e+00,8.307587582262990211e-02,4.268400228640127025e+00,-3.775695689340934802e+00,1.846587417692774125e+00,-1.353882878393597444e+00,0.000000000000000000e+00
3.204288722295426939e-01,-4.207522277734986882e-01,1.359085013138635389e+00,2.026239331617025186e-01,-5.173978081466100720e-01,7.945428134453966784e-01,-2.052704980077955987e+00,7.984367329201200181e-02,5.181607501693656026e+00,-4.487157962546829637e+00,2.270665009414657209e+00,-1.576215470267843699e+00,0.000000000000000000e+00
2.901853951463702064e-01,-4.075377656386011127e-01,1.334908387746976954e+00,2.200447527048572383e-01,-5.049091883658450852e-01,8.335030308520751108e-01,-2.099914702177481551e+00,7.666865745604473092e-02,6.108172191281196817e+00,-5.189032107539750527e+00,2.706967017864448266e+00,-1.787826934123028844e+00,0.000000000000000000e+00
2.598952929130158851e-01,-3.945354808129550861e-01,1.310447801200946838e+00,2.375307304717151902e-01,-4.888548158848709524e-01,8.651734837840979742e-01,-2.143362322897482297e+00,7.355312232162561359e-02,7.047242466233115010e+00,-5.880916638966636079e+00,3.155018793454620774e+00,-1.988692966188174038e+00,0.000000000000000000e+00
2.295822824696703568e-01,-3.817640469157280725e-01,1.285712209688556928e+00,2.550644184791798219e-01,-4.697731170711426651e-01,8.904114443367868725e-01,-2.183370291632682925e+00,7.049915903747795698e-02,7.998025236747691835e+00,-6.562327083499239322e+00,3.614411710466545191e+00,-2.178713557218121544e+00,0.000000000000000000e+00
1.992702465584717253e-01,-3.692392846250954208e-01,1.260712512604973190e+00,2.726279956722827413e-01,-4.480925779502008544e-01,9.098612267868583237e-01,-2.220158080454903260e+00,6.750865828823914006e-02,8.959752221912962611e+00,-7.232745191765554083e+00,4.084764639808173392e+00,-2.357757609660795950e+00,0.000000000000000000e+00
1.689830485335342969e-01,-3.569750126611750396e-01,1.235460948448805052e+00,2.902034567561053713e-01,-4.241672116429681672e-01,9.240270687671209293e-01,-2.253879590072354500e+00,6.458331314003118440e-02,9.931662973226247360e+00,-7.891645897995010372e+00,4.565703970506678644e+00,-2.525686895275482069e+00,0.000000000000000000e+00
1.387443948444834207e-01,-3.449835350193589112e-01,1.209970740990111704e+00,3.077727536208573200e-01,-3.982970738767346863e-01,9.333166667963640473e-01,-2.284646162138410208e+00,6.172462230988902399e-02,1.091299608292166567e+01,-8.538513525059014952e+00,5.056852588821691974e+00,-2.682370030959084328e+00,0.000000000000000000e+00
1.085777227583154814e-01,-3.332759400069589817e-01,1.184255876409558539e+00,3.253179117606314619e-01,-3.707405919905739644e-01,9.380682717669527326e-01,-2.312541338124727730e+00,5.893389383064138315e-02,1.190298471018723525e+01,-9.172852311185831553e+00,5.557823584374646408e+00,-2.827691185373282678e+00,0.000000000000000000e+00
7.850610244370120894e-02,-3.218622959302021025e-01,1.158330953587286549e+00,3.428211325273144983e-01,-3.417221878658198708e-01,9.385679925682983704e-01,-2.337630532536883354e+00,5.621224908236437112e-02,1.290085455337984754e+01,-9.794193716500078750e+00,6.068216635098769629e+00,-2.961555798219050128e+00,0.000000000000000000e+00
4.870540418529363536e-02,-3.108124145917079417e-01,1.132267050784632856e+00,3.602648868857644127e-01,-3.114371045350428080e-01,9.350609648966196064e-01,-2.359967367797630278e+00,5.356062716126784584e-02,1.390085455337984754e+01,-1.040210179549771752e+01,6.587615999753001716e+00,-3.083894505868822744e+00,0.000000000000000000e+00
